"DOY","ID","Location","Region","Month.Caught","Hatch.Date","Settlement.Date","SL","Age","AP","Reading","increment","incwidth","SST","ID2","cum.deg.day","AP2"
80,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,20,2.22,8.907661967,"Dunany_2009-08-24_E5.2",170.5990635645,NA
81,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,21,2.22,8.925861583,"Dunany_2009-08-24_E5.2",179.5249251475,NA
82,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,22,1.85,8.775262576,"Dunany_2009-08-24_E5.2",188.3001877235,NA
83,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,23,1.85,8.712842518,"Dunany_2009-08-24_E5.2",197.0130302415,NA
84,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,24,1.85,8.744985902,"Dunany_2009-08-24_E5.2",205.7580161435,NA
85,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,25,2.59,8.803188241,"Dunany_2009-08-24_E5.2",214.5612043845,NA
86,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,26,2.59,8.771627844,"Dunany_2009-08-24_E5.2",223.3328322285,NA
87,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,27,2.59,8.679457706,"Dunany_2009-08-24_E5.2",232.0122899345,NA
88,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,28,2.22,8.471990548,"Dunany_2009-08-24_E5.2",240.4842804825,NA
89,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,29,2.22,8.804986807,"Dunany_2009-08-24_E5.2",249.2892672895,NA
90,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,30,2.59,9.0648326375,"Dunany_2009-08-24_E5.2",258.354099927,NA
91,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,31,2.96,9.324678468,"Dunany_2009-08-24_E5.2",267.678778395,NA
92,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,32,2.59,9.492737584,"Dunany_2009-08-24_E5.2",277.171515979,NA
93,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,33,2.96,9.480322172,"Dunany_2009-08-24_E5.2",286.651838151,NA
94,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,34,2.59,9.303704261,"Dunany_2009-08-24_E5.2",295.955542412,NA
95,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,35,2.96,8.965543255,"Dunany_2009-08-24_E5.2",304.921085667,NA
96,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,36,2.96,8.915536687,"Dunany_2009-08-24_E5.2",313.836622354,NA
97,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,37,3.7,9.020368837,"Dunany_2009-08-24_E5.2",322.856991191,37
98,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,38,3.33,9.076604293,"Dunany_2009-08-24_E5.2",331.933595484,NA
99,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,39,2.96,9.249,"Dunany_2009-08-24_E5.2",341.182595484,NA
100,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,40,5.55,9.303204026,"Dunany_2009-08-24_E5.2",350.48579951,NA
101,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,41,5.55,9.369266421,"Dunany_2009-08-24_E5.2",359.855065931,NA
102,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,42,5.18,9.365145787,"Dunany_2009-08-24_E5.2",369.220211718,NA
103,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,43,5.18,9.311805992,"Dunany_2009-08-24_E5.2",378.53201771,NA
104,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,44,5.92,9.416691765,"Dunany_2009-08-24_E5.2",387.948709475,NA
105,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,45,5.55,9.504576578,"Dunany_2009-08-24_E5.2",397.453286053,NA
106,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,46,4.81,9.611725889,"Dunany_2009-08-24_E5.2",407.065011942,NA
107,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,47,5.55,9.875216654,"Dunany_2009-08-24_E5.2",416.940228596,NA
108,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,48,4.81,9.94520346,"Dunany_2009-08-24_E5.2",426.885432056,NA
109,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,49,4.44,10.04116325,"Dunany_2009-08-24_E5.2",436.926595306,NA
110,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,50,4.81,10.31115796,"Dunany_2009-08-24_E5.2",447.237753266,NA
111,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,51,4.44,10.47605079,"Dunany_2009-08-24_E5.2",457.713804056,NA
112,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,52,4.44,10.49306568,"Dunany_2009-08-24_E5.2",468.206869736,NA
113,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,53,4.44,9.445822333,"Dunany_2009-08-24_E5.2",477.652692069,NA
114,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,54,5.92,9.802957385,"Dunany_2009-08-24_E5.2",487.455649454,NA
115,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,55,5.18,9.798257129,"Dunany_2009-08-24_E5.2",497.253906583,NA
116,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,56,5.18,9.782716597,"Dunany_2009-08-24_E5.2",507.03662318,NA
117,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,57,4.44,9.734413169,"Dunany_2009-08-24_E5.2",516.771036349,NA
118,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,58,5.18,9.799508331,"Dunany_2009-08-24_E5.2",526.57054468,NA
119,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,59,4.81,9.993255687,"Dunany_2009-08-24_E5.2",536.563800367,NA
120,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,60,5.18,10.54306056,"Dunany_2009-08-24_E5.2",547.106860927,NA
121,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,61,4.44,10.58649487,"Dunany_2009-08-24_E5.2",557.693355797,NA
122,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,62,3.7,10.47554966,"Dunany_2009-08-24_E5.2",568.168905457,NA
123,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,63,4.44,10.36460445,"Dunany_2009-08-24_E5.2",578.533509907,NA
124,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,64,4.44,10.306186875,"Dunany_2009-08-24_E5.2",588.839696782,NA
125,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,65,4.07,10.2477693,"Dunany_2009-08-24_E5.2",599.087466082,NA
126,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,66,4.07,10.58514434,"Dunany_2009-08-24_E5.2",609.672610422,NA
127,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,67,4.07,10.47711679,"Dunany_2009-08-24_E5.2",620.149727212,NA
128,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,68,4.44,10.49528157,"Dunany_2009-08-24_E5.2",630.645008782,NA
129,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,69,4.81,10.51344635,"Dunany_2009-08-24_E5.2",641.158455132,NA
130,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,70,5.18,10.47694409,"Dunany_2009-08-24_E5.2",651.635399222,NA
131,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,71,4.81,10.61743816,"Dunany_2009-08-24_E5.2",662.252837382,NA
132,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,72,4.44,10.82074364,"Dunany_2009-08-24_E5.2",673.073581022,NA
133,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,73,4.44,10.59850961,"Dunany_2009-08-24_E5.2",683.672090632,NA
134,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,74,4.81,10.52006008,"Dunany_2009-08-24_E5.2",694.192150712,NA
135,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,75,5.55,10.42224074,"Dunany_2009-08-24_E5.2",704.614391452,NA
136,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,76,4.81,10.1112528,"Dunany_2009-08-24_E5.2",714.725644252,NA
137,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,77,5.55,10.13685581,"Dunany_2009-08-24_E5.2",724.862500062,NA
138,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,78,4.81,10.33642727,"Dunany_2009-08-24_E5.2",735.198927332,NA
139,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,79,3.33,10.530405,"Dunany_2009-08-24_E5.2",745.729332332,NA
140,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,80,3.7,10.77928084,"Dunany_2009-08-24_E5.2",756.508613172,NA
141,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,81,4.81,11.05915091,"Dunany_2009-08-24_E5.2",767.567764082,NA
142,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,82,5.18,11.58856745,"Dunany_2009-08-24_E5.2",779.156331532,NA
143,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,83,4.81,11.24475385,"Dunany_2009-08-24_E5.2",790.401085382,NA
144,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,84,4.44,11.53535277,"Dunany_2009-08-24_E5.2",801.936438152,NA
145,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,85,5.55,11.646045,"Dunany_2009-08-24_E5.2",813.582483152,NA
146,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,86,5.55,11.68109981,"Dunany_2009-08-24_E5.2",825.263582962,NA
147,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,87,6.66,11.76029494,"Dunany_2009-08-24_E5.2",837.023877902,NA
148,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,88,6.66,12.18281336,"Dunany_2009-08-24_E5.2",849.206691262,NA
149,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,89,6.66,12.39185902,"Dunany_2009-08-24_E5.2",861.598550282,NA
150,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,90,6.29,12.64883395,"Dunany_2009-08-24_E5.2",874.247384232,NA
151,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,91,7.03,12.90580888,"Dunany_2009-08-24_E5.2",887.153193112,NA
152,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,92,6.29,13.32391541,"Dunany_2009-08-24_E5.2",900.477108522,NA
153,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,93,7.77,12.97317125,"Dunany_2009-08-24_E5.2",913.450279772,NA
154,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,94,6.66,13.71498142,"Dunany_2009-08-24_E5.2",927.165261192,NA
155,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,95,6.66,13.57425921,"Dunany_2009-08-24_E5.2",940.739520402,NA
156,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,96,5.55,13.08219,"Dunany_2009-08-24_E5.2",953.821710402,NA
157,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,97,7.03,12.10283123,"Dunany_2009-08-24_E5.2",965.924541632,NA
158,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,98,7.77,11.92088744,"Dunany_2009-08-24_E5.2",977.845429072,NA
159,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,99,6.66,11.94029344,"Dunany_2009-08-24_E5.2",989.785722512,NA
160,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,100,8.14,12.29386591,"Dunany_2009-08-24_E5.2",1002.079588422,NA
161,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,101,6.29,12.77890708,"Dunany_2009-08-24_E5.2",1014.858495502,NA
162,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,102,5.92,13.38134172,"Dunany_2009-08-24_E5.2",1028.239837222,NA
163,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,103,6.66,13.58371804,"Dunany_2009-08-24_E5.2",1041.823555262,NA
164,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,104,5.55,13.28878788,"Dunany_2009-08-24_E5.2",1055.112343142,NA
165,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,105,5.18,13.78954838,"Dunany_2009-08-24_E5.2",1068.901891522,NA
166,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,106,6.66,13.21911638,"Dunany_2009-08-24_E5.2",1082.121007902,NA
167,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,107,5.55,13.98769321,"Dunany_2009-08-24_E5.2",1096.108701112,NA
168,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,108,5.92,13.69195587,"Dunany_2009-08-24_E5.2",1109.800656982,NA
169,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,109,5.18,13.4224835,"Dunany_2009-08-24_E5.2",1123.223140482,NA
170,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,110,4.81,13.39658235,"Dunany_2009-08-24_E5.2",1136.619722832,NA
171,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,111,4.81,13.38992823,"Dunany_2009-08-24_E5.2",1150.009651062,NA
172,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,112,5.55,14.27068071,"Dunany_2009-08-24_E5.2",1164.280331772,NA
173,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,113,6.29,14.635471,"Dunany_2009-08-24_E5.2",1178.915802772,NA
174,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,114,5.92,14.60228661,"Dunany_2009-08-24_E5.2",1193.518089382,NA
175,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,115,5.92,14.43310093,"Dunany_2009-08-24_E5.2",1207.951190312,NA
176,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,116,5.55,13.93331805,"Dunany_2009-08-24_E5.2",1221.884508362,NA
177,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,117,4.81,14.55533643,"Dunany_2009-08-24_E5.2",1236.439844792,NA
178,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,118,5.55,14.81138978,"Dunany_2009-08-24_E5.2",1251.251234572,NA
179,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,119,5.18,14.82937985,"Dunany_2009-08-24_E5.2",1266.080614422,NA
180,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,120,5.55,14.82827363,"Dunany_2009-08-24_E5.2",1280.908888052,NA
181,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,121,6.66,14.84684732,"Dunany_2009-08-24_E5.2",1295.755735372,NA
182,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,122,5.55,14.86332698,"Dunany_2009-08-24_E5.2",1310.619062352,NA
183,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,123,5.55,15.80333467,"Dunany_2009-08-24_E5.2",1326.422397022,NA
184,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,124,6.29,15.45573198,"Dunany_2009-08-24_E5.2",1341.878129002,NA
185,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,125,5.18,15.09517959,"Dunany_2009-08-24_E5.2",1356.973308592,NA
186,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,126,5.92,14.90001634,"Dunany_2009-08-24_E5.2",1371.873324932,NA
187,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,127,5.55,14.58764317,"Dunany_2009-08-24_E5.2",1386.460968102,NA
188,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,128,5.18,15.16222355,"Dunany_2009-08-24_E5.2",1401.623191652,NA
189,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,129,5.18,15.11958283,"Dunany_2009-08-24_E5.2",1416.742774482,NA
190,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,130,5.92,14.85346179,"Dunany_2009-08-24_E5.2",1431.596236272,NA
191,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,131,6.29,14.84608026,"Dunany_2009-08-24_E5.2",1446.442316532,NA
192,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,132,5.55,14.65106825,"Dunany_2009-08-24_E5.2",1461.093384782,NA
193,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,133,6.29,14.57272445,"Dunany_2009-08-24_E5.2",1475.666109232,NA
194,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,134,7.03,14.36765968,"Dunany_2009-08-24_E5.2",1490.033768912,NA
195,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,135,6.29,14.56318263,"Dunany_2009-08-24_E5.2",1504.596951542,NA
196,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,136,5.92,14.64917959,"Dunany_2009-08-24_E5.2",1519.246131132,NA
197,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,137,5.73,14.90513169,"Dunany_2009-08-24_E5.2",1534.151262822,NA
198,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,138,6.11,15.2034521,"Dunany_2009-08-24_E5.2",1549.354714922,NA
199,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,139,6.29,15.24754886,"Dunany_2009-08-24_E5.2",1564.602263782,NA
200,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,140,6.29,15.1665588,"Dunany_2009-08-24_E5.2",1579.768822582,NA
201,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,141,6.66,15.16214162,"Dunany_2009-08-24_E5.2",1594.930964202,NA
202,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,142,6.66,15.14821676,"Dunany_2009-08-24_E5.2",1610.079180962,NA
203,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,143,6.66,15.03449952,"Dunany_2009-08-24_E5.2",1625.113680482,NA
204,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,144,5.92,14.72505845,"Dunany_2009-08-24_E5.2",1639.838738932,NA
205,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,145,6.29,15.11031096,"Dunany_2009-08-24_E5.2",1654.949049892,NA
206,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,146,5.55,15.25391846,"Dunany_2009-08-24_E5.2",1670.202968352,NA
207,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,147,6.66,15.26611999,"Dunany_2009-08-24_E5.2",1685.469088342,NA
208,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,148,6.29,15.07113201,"Dunany_2009-08-24_E5.2",1700.540220352,NA
209,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,149,6.29,14.73393816,"Dunany_2009-08-24_E5.2",1715.274158512,NA
210,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,150,5.55,14.72935245,"Dunany_2009-08-24_E5.2",1730.003510962,NA
211,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,151,5.92,15.1542983,"Dunany_2009-08-24_E5.2",1745.157809262,NA
212,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,152,5.92,15.2966687,"Dunany_2009-08-24_E5.2",1760.454477962,NA
213,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,153,6.29,15.20539394,"Dunany_2009-08-24_E5.2",1775.659871902,NA
214,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,154,6.29,15.44306559,"Dunany_2009-08-24_E5.2",1791.102937492,NA
215,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,155,7.03,15.06761519,"Dunany_2009-08-24_E5.2",1806.170552682,NA
216,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,156,6.29,15.10107065,"Dunany_2009-08-24_E5.2",1821.271623332,NA
217,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,157,5.92,15.04928869,"Dunany_2009-08-24_E5.2",1836.320912022,NA
218,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,158,5.55,15.01314531,"Dunany_2009-08-24_E5.2",1851.334057332,NA
219,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,159,5.92,15.3045157,"Dunany_2009-08-24_E5.2",1866.638573032,NA
220,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,160,5.55,15.35474672,"Dunany_2009-08-24_E5.2",1881.993319752,NA
221,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,161,5.18,15.91990644,"Dunany_2009-08-24_E5.2",1897.913226192,NA
222,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,162,6.29,15.97540532,"Dunany_2009-08-24_E5.2",1913.888631512,NA
223,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,163,7.4,16.00514242,"Dunany_2009-08-24_E5.2",1929.893773932,NA
224,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,164,7.03,16.02624383,"Dunany_2009-08-24_E5.2",1945.920017762,NA
225,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,165,6.66,16.02786543,"Dunany_2009-08-24_E5.2",1961.947883192,NA
226,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,166,6.29,15.76174575,"Dunany_2009-08-24_E5.2",1977.709628942,NA
227,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,167,5.18,15.63180839,"Dunany_2009-08-24_E5.2",1993.341437332,NA
228,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,168,5.92,15.88618756,"Dunany_2009-08-24_E5.2",2009.227624892,NA
229,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,169,6.29,15.94349487,"Dunany_2009-08-24_E5.2",2025.171119762,NA
230,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,170,6.29,15.37703653,"Dunany_2009-08-24_E5.2",2040.548156292,NA
231,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,171,7.77,15.28931,"Dunany_2009-08-24_E5.2",2055.837466292,NA
232,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,172,6.66,15.23251426,"Dunany_2009-08-24_E5.2",2071.069980552,NA
233,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,173,6.66,15.33851137,"Dunany_2009-08-24_E5.2",2086.408491922,NA
234,"Dunany_2009-08-24_E5","Dunany","E. Ireland","August",61,98,53,175,37,2,174,7.77,15.52868343,"Dunany_2009-08-24_E5.2",2101.937175352,NA
66,"Laytown_2009-08-25_E9","Laytown","E. Ireland","August",66,101,47.55,171,35,1,1,1.48,8.2319052385,"Laytown_2009-08-25_E9.1",8.2319052385,NA
67,"Laytown_2009-08-25_E9","Laytown","E. Ireland","August",66,101,47.55,171,35,1,2,1.48,8.2256719,"Laytown_2009-08-25_E9.1",16.4575771385,NA
68,"Laytown_2009-08-25_E9","Laytown","E. Ireland","August",66,101,47.55,171,35,1,3,1.48,8.181948414,"Laytown_2009-08-25_E9.1",24.6395255525,NA
69,"Laytown_2009-08-25_E9","Laytown","E. Ireland","August",66,101,47.55,171,35,1,4,1.48,8.189993271,"Laytown_2009-08-25_E9.1",32.8295188235,NA
70,"Laytown_2009-08-25_E9","Laytown","E. Ireland","August",66,101,47.55,171,35,1,5,1.48,8.299912848,"Laytown_2009-08-25_E9.1",41.1294316715,NA
71,"Laytown_2009-08-25_E9","Laytown","E. Ireland","August",66,101,47.55,171,35,1,6,1.48,8.488918456,"Laytown_2009-08-25_E9.1",49.6183501275,NA
72,"Laytown_2009-08-25_E9","Laytown","E. Ireland","August",66,101,47.55,171,35,1,7,1.48,8.58906264,"Laytown_2009-08-25_E9.1",58.2074127675,NA
73,"Laytown_2009-08-25_E9","Laytown","E. Ireland","August",66,101,47.55,171,35,1,8,1.48,8.61237504,"Laytown_2009-08-25_E9.1",66.8197878075,NA
74,"Laytown_2009-08-25_E9","Laytown","E. Ireland","August",66,101,47.55,171,35,1,9,1.48,8.511415732,"Laytown_2009-08-25_E9.1",75.3312035395,NA
75,"Laytown_2009-08-25_E9","Laytown","E. Ireland","August",66,101,47.55,171,35,1,10,1.48,9.071110061,"Laytown_2009-08-25_E9.1",84.4023136005,NA
76,"Laytown_2009-08-25_E9","Laytown","E. Ireland","August",66,101,47.55,171,35,1,11,1.48,9.11441413,"Laytown_2009-08-25_E9.1",93.5167277305,NA
